source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
NAR65,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Extended excision of tumour of bone or cartilage of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR66,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; lülisamba lumbosakraalosa,Extended excision of tumour of bone or cartilage of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR69,0,None,ncsp,Lülisamba luu- või kõhretuumori laiendatud ekstsisioon; määratlemata,Extended excision of tumour of bone or cartilage of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR70,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba tservikaalosa,Block excision of tumour of bone or cartilage of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR71,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba tserviko-torakaalosa,Block excision of tumour of bone or cartilage of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR72,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba torakaalosa,Block excision of tumour of bone or cartilage of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR73,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba torakolumbaalosa,Block excision of tumour of bone or cartilage of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR74,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba lumbaalosa,Block excision of tumour of bone or cartilage of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR75,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba tserviko-torako-lumbaalosa,Block excision of tumour of bone or cartilage of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR76,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; lülisamba lumbosakraalosa,Block excision of tumour of bone or cartilage of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR79,0,None,ncsp,Lülisamba luu- või kõhretuumori plokk-ekstsisioon; määratlemata,Block excision of tumour of bone or cartilage of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR90,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba tservikaalosa,Other operation for tumour of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR91,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba tserviko-torakaalosa,Other operation for tumour of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR92,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba torakaalosa,Other operation for tumour of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR93,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba torakolumbaalosa,Other operation for tumour of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR94,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba lumbaalosa,Other operation for tumour of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR95,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba tserviko-torako-lumbaalosa,Other operation for tumour of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR96,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; lülisamba lumbosakraalosa,Other operation for tumour of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAR99,0,None,ncsp,Muu operatsioon lülisamba tuumori korral; määratlemata,Other operation for tumour of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS10,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba tservikaalosa,Incision and debridement of infection of joint of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS11,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba tserviko-torakaalosa,Incision and debridement of infection of joint of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS12,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba torakaalosa,Incision and debridement of infection of joint of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS13,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba torakolumbaalosa,Incision and debridement of infection of joint of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS14,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba lumbaalosa,Incision and debridement of infection of joint of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS15,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba tserviko-torako-lumbaalosa,Incision and debridement of infection of joint of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS16,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; lülisamba lumbosakraalosa,Incision and debridement of infection of joint of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS19,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral; määratlemata,Incision and debridement of infection of joint of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS20,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba tservikaalosa,Incision and debridement of infection of vertebra; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS21,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba tserviko-torakaalosa,Incision and debridement of infection of vertebra; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS22,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba torakaalosa,Incision and debridement of infection of vertebra; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS23,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba torakolumbaalosa,Incision and debridement of infection of vertebra; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS24,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba lumbaalosa,Incision and debridement of infection of vertebra; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS25,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba tserviko-torako-lumbaalosa,Incision and debridement of infection of vertebra; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS26,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; lülisamba lumbosakraalosa,Incision and debridement of infection of vertebra; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS29,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral; määratlemata,Incision and debridement of infection of vertebra; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS40,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tservikaalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS41,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tserviko-torakaalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS42,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba torakaalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS43,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba torakolumbaalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS44,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba lumbaalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS45,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tserviko-torako-lumbaalo,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS46,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba lumbosakraalosa,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS49,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; määratlemata,Incision and debridement of infection of joint of spine with introduction of therapeutic agent; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS50,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tservikaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS51,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tserviko-torakaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS52,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba torakaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS53,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba torakolumbaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS54,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba lumbaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS55,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba tserviko-torako-lumbaalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS56,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; lülisamba lumbosakraalosa,Incision and debridement of infection of vertebra with introduction of therapeutic agent; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS59,0,None,ncsp,Intsisioon ja nekrektoomia lüli infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse; määratlemata,Incision and debridement of infection of vertebra with introduction of therapeutic agent; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS60,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba tservikaalosa,Incision and debridement of infection of tendon or disc of spine; cervical spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS61,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba tserviko-torakaalosa,Incision and debridement of infection of tendon or disc of spine; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS62,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba torakaalosa,Incision and debridement of infection of tendon or disc of spine; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS63,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba torakolumbaalosa,Incision and debridement of infection of tendon or disc of spine; thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS64,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba lumbaalosa,Incision and debridement of infection of tendon or disc of spine; lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS65,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba tserviko-torako-lumbaalosa,Incision and debridement of infection of tendon or disc of spine; cervico-thoraco-lumbar spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS66,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; lülisamba lumbosakraalosa,Incision and debridement of infection of tendon or disc of spine; lumbo-sacral spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS69,0,None,ncsp,Intsisioon ja nekrektoomia lülisamba kõõluse või diski infektsiooni korral; määratlemata,Incision and debridement of infection of tendon or disc of spine; unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS90,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba tservikaalosa","Other operation for infection of tendon, joint, disc or bone of spine; cervical spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS91,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba tserviko-torakaalosa","Other operation for infection of tendon, joint, disc or bone of spine; cervico-thoracic spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS92,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba torakaalosa","Other operation for infection of tendon, joint, disc or bone of spine; thoracic spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS93,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba torakolumbaalosa","Other operation for infection of tendon, joint, disc or bone of spine; thoraco-lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS94,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba lumbaalosa","Other operation for infection of tendon, joint, disc or bone of spine; lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS95,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba tserviko-torako-lumbaalosa","Other operation for infection of tendon, joint, disc or bone of spine; cervico-thoraco-lumbar spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS96,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; lülisamba lumbosakraalosa","Other operation for infection of tendon, joint, disc or bone of spine; lumbo-sacral spine",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAS99,0,None,ncsp,"Muu operatsioon lülisamba kõõluse, liigese, diski või luu infektsiooni korral; määratlemata","Other operation for infection of tendon, joint, disc or bone of spine; unspecified",,No matching concept,0,None,,,2024-06-04,2099-12-31
NAT00,0,None,ncsp,Lülisamba või kaela koest võõrkeha eemaldamine; lülisamba tservikaalosa,Removal of foreign body from tissue of spine or neck; cervical spine,Traction of spine using skull traction device,448029001,40487574,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NAT01,0,None,ncsp,Lülisamba või kaela koest võõrkeha eemaldamine; lülisamba tserviko-torakaalosa,Removal of foreign body from tissue of spine or neck; cervico-thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
NAT02,0,None,ncsp,Lülisamba või kaela koest võõrkeha eemaldamine; lülisamba torakaalosa,Removal of foreign body from tissue of spine or neck; thoracic spine,,No matching concept,0,None,,,2024-06-04,2099-12-31
